id,merchant_name,transaction_date,transaction_currency_code,acquirer_reference_number,transaction_type,primary_account_number,settlement_date,cardholder_name,cardholder_age,cardholder_country,transaction_amount,merchant_category_code,card_acceptor_id,year_month,signed_amount,transaction_sign,tier,tier_coeff
139,"Martinez, Wood and Campos",2024-03-25,840,7865619425577820,purchase,2288078361340743,2024-03-26,Robert Gonzales,69,840,733.54,8567,kqnGcDbeOS,2024-03,-733.54,credit,Titanium,1.0
140,"Murray, Cooper and Ross",2024-10-16,840,8292361618808190,payroll,2265208814743501,2024-10-16,Claudia Rodriguez,48,840,4318.0,3600,qhTiuQVDFD,2024-10,4318.0,debit,Platinum,0.75
141,Kelley and Sons,2023-07-03,840,3571558686395613,purchase,2254989266591844,2023-07-05,Terry Black,51,840,283.14,7274,kkbMglshIV,2023-07,-283.14,credit,Gold,0.5
142,Jones Inc,2024-03-09,840,0817214364381300,purchase,2288994417154542,2024-03-09,Michael Stafford,52,504,378.56,4275,lnTcRInCSd,2024-03,-378.56,credit,Titanium,1.0
143,"Cain, Davidson and Moran",2025-02-18,840,1147165609456534,purchase,2700913431611725,2025-02-18,Stephanie Williams,47,504,88.75,1647,dMadXyXmpx,2025-02,-88.75,credit,Titanium,1.0
144,Gonzalez Inc,2025-04-15,840,7075504768169957,purchase,2590807595794728,2025-04-16,Dr. Diana Walker,24,504,951.66,6005,mRQeogZQkU,2025-04,-951.66,credit,Platinum,0.75
145,Smith Ltd,2024-01-17,840,7481131765397054,purchase,2221681558393860,2024-01-18,Barbara Lewis,42,Guinea-Bissau,224.63,5063,DoeQrPNxce,2024-01,-224.63,credit,Silver,
146,Jenkins PLC,2025-03-28,840,9610290871827496,purchase,2278683390198178,2025-03-29,Lisa French,59,840,57.03,7189,kqgMuOSyRX,2025-03,-57.03,credit,Platinum,0.75
147,Parker Ltd,2024-08-31,840,4918727420495612,refund,5552571509976834,2024-09-02,Michele Smith,52,Angola,364.26,6391,dixFsmjynP,2024-08,-364.26,credit,Platinum,0.75
148,"Mcneil, Solis and Horton",2023-06-22,840,3062604235973711,payroll,5239752450864036,2023-06-23,Erin Allen,22,Mauritius,1332.93,3968,ulCOaeFemd,2023-06,1332.93,debit,Silver,
149,Mays and Sons,2024-09-14,840,7756085816704686,payroll,2288842474517129,2024-09-16,Courtney Rhodes,54,504,2472.0,3731,skhEQvyirE,2024-09,2472.0,debit,Gold,0.5
150,Sanchez and Sons,2024-11-21,840,7683210219237858,purchase,2275744431351821,2024-11-22,Parker Hill,19,504,122.36,9344,KCOmrYEfxz,2024-11,-122.36,credit,Gold,0.5
151,Ruiz Group,2024-02-28,840,9618033242605080,refund,2369096705466885,2024-03-01,Stephanie Freeman,33,978,1237.91,8962,YEbWyBfWtM,2024-02,-1237.91,credit,Titanium,1.0
152,Tran and Sons,2024-07-01,840,4253733777312688,payroll,5540514770538334,2024-07-02,Nicole Dunn,18,124,9154.6,4674,XnRZOKtZqT,2024-07,9154.6,debit,Titanium,1.0
153,Cruz PLC,2025-04-25,840,8217819236534606,payroll,2532300857666561,2025-04-27,Martin Chapman MD,22,Argentina,4814.5,2364,XWUwGTFOSx,2025-04,4814.5,debit,Silver,
154,Curtis Group,2024-11-01,840,3567932798623984,purchase,2593564651939823,2024-11-02,Krista Benton,60,978,335.59,3370,xOTRbSQPjq,2024-11,-335.59,credit,Gold,0.5
155,Blackburn-Hernandez,2024-08-23,840,6181205464754895,top up,2713745299124192,2024-08-24,Eric Byrd,23,124,38.58,3992,ahXfPTyzTL,2024-08,38.58,debit,Gold,0.5
156,"Frank, Cooper and Thomas",2024-09-16,840,9899927517588914,payroll,5383626448869469,2024-09-17,Tammy Booth,48,Botswana,1281.2,3640,kFageXSAHA,2024-09,1281.2,debit,Platinum,0.75
157,Quinn-Jackson,2024-09-30,840,5539354358644963,purchase,2490874064039101,2024-10-01,Michael Weaver,36,840,143.76,5223,FlGhCKnlmd,2024-09,-143.76,credit,Titanium,1.0
158,Lamb and Sons,2024-12-13,840,3588537982143395,purchase,2250537735158507,2024-12-15,Colton Martinez,37,978,433.29,4679,gOkfsfyhre,2024-12,-433.29,credit,Titanium,1.0
159,Richards Group,2024-01-31,840,3674978524914168,refund,2704577600490827,2024-02-01,Elizabeth Evans MD,27,504,67.14,7100,rWaQLYcgnH,2024-01,-67.14,credit,Titanium,1.0
160,Hester LLC,2024-08-27,840,7789489634067917,top up,5169847759655558,2024-08-27,Teresa Ortega,18,Honduras,123.14,1076,UibMhHrSWp,2024-08,123.14,debit,Silver,
161,Montgomery-Hopkins,2024-02-21,840,2150014188421630,purchase,2310158199560464,2024-02-21,Bradley Santana,25,978,14.59,7863,aOubOxcZVu,2024-02,-14.59,credit,Platinum,0.75
162,"Wagner, Anderson and Robles",2025-01-09,840,5944633399948532,purchase,2439769156716497,2025-01-09,Charles Meyer,54,Montserrat,498.46,4872,ChEQIppnkW,2025-01,-498.46,credit,Silver,
163,"Davis, Graham and Baldwin",2024-10-04,840,2638902199471136,payroll,2244165182755390,2024-10-05,Travis Vega,18,978,2823.0,2564,oUqQEQhQiI,2024-10,2823.0,debit,Titanium,1.0
164,"Vasquez, Pope and Cook",2024-09-14,840,2341034699673311,payroll,2702513534655492,2024-09-16,Samuel Ruiz,31,124,6042.4,3991,nWkLsaoYGU,2024-09,6042.4,debit,Titanium,1.0
165,"Burch, Kim and Hall",2025-01-09,840,6960843768550789,purchase,2650821486289026,2025-01-10,Ross Hood,19,504,923.98,4141,hfvVLmVhKx,2025-01,-923.98,credit,Titanium,1.0
166,Finley-Ray,2023-08-17,840,5219626335564343,purchase,2513247546913735,2023-08-19,Jennifer Washington,56,840,14.54,0409,ImyBuXxZRY,2023-08,-14.54,credit,Titanium,1.0
167,"Alvarado, Garza and Rodriguez",2023-08-17,840,1706955607676164,purchase,2264789856257535,2023-08-17,Terry Burnett,58,124,71.75,0875,jsoFRDjMsj,2023-08,-71.75,credit,Titanium,1.0
168,"Sweeney, Carey and Johnson",2024-12-11,840,7223989830650312,withdrawal,2702258713971878,2024-12-12,Jody Palmer,62,124,559.96,5481,rTKEOnFsTy,2024-12,-559.96,credit,Titanium,1.0
169,Hernandez-Moran,2023-06-25,840,4184724264236428,payroll,2230940777809737,2023-06-27,Matthew Chavez,23,504,7021.9,8302,zhTTXngECM,2023-06,7021.9,debit,Titanium,1.0
170,Mooney-Todd,2024-10-18,840,9248762303911142,top up,5367190229413187,2024-10-20,Lisa Gibbs,21,978,45.73,6184,sSmSJzgiuW,2024-10,45.73,debit,Titanium,1.0
171,"Glenn, Brown and Michael",2025-01-14,840,2282305248088062,purchase,2519855460158519,2025-01-15,Paige Roberts,50,124,1094.11,4729,iCSEsjnnZV,2025-01,-1094.11,credit,Titanium,1.0
172,"Curtis, Cox and Chase",2023-10-09,840,3959473721329016,payroll,2264789856257535,2023-10-09,Terry Burnett,58,124,8165.7,1266,RkdgwEldhG,2023-10,8165.7,debit,Titanium,1.0
173,Watkins-Booker,2024-09-26,840,6886878599648628,payroll,5133173936385461,2024-09-27,Matthew Parker,18,978,6959.1,7526,pzFtSMlPVy,2024-09,6959.1,debit,Titanium,1.0
174,"Davis, Watkins and Cruz",2024-10-30,840,9541966645057303,payroll,5376475011117834,2024-10-30,Kenneth Armstrong,26,Falkland Islands (Malvinas),1539.84,6492,gueTYIlzSb,2024-10,1539.84,debit,Silver,
175,"Roth, Logan and Moreno",2024-03-11,840,9246320374767753,withdrawal,2351181022031735,2024-03-11,Kenneth Huff,67,504,815.41,1898,TYPhWWnQhl,2024-03,-815.41,credit,Titanium,1.0
176,"Neal, Smith and West",2025-03-10,840,2145057661945887,purchase,2249264422096908,2025-03-10,Evan Lamb,56,504,92.57,5102,KnPkfJqWcf,2025-03,-92.57,credit,Titanium,1.0
177,"Evans, Burch and Jackson",2023-08-15,840,5348201284008385,purchase,2521811437447010,2023-08-15,Shelly Phelps,64,504,25.47,0340,HYsQICiKFS,2023-08,-25.47,credit,Gold,0.5
178,"Bartlett, Shea and Obrien",2024-01-09,840,5954508917768089,purchase,2292638380657874,2024-01-10,Keith Morris,44,504,233.07,8310,pcmjtniMJn,2024-01,-233.07,credit,Platinum,0.75
179,Ramirez-Daniel,2024-08-12,840,7422319646300402,purchase,2511116152809887,2024-08-13,Bryan Gomez,46,124,225.1,6184,qyPkzDfqRB,2024-08,-225.1,credit,Platinum,0.75
180,"Thomas, Harris and Soto",2025-05-10,840,2689430120471372,purchase,2236887258874496,2025-05-10,Michael Fitzgerald,36,124,273.42,4359,QPGMkAjuYB,2025-05,-273.42,credit,Titanium,1.0
181,Hill Inc,2023-09-01,840,5957498855829849,purchase,2290931418186152,2023-09-01,Heidi Cook,49,Faroe Islands,664.91,6361,YhlHUtLZFg,2023-09,-664.91,credit,Silver,
182,Graves-Grimes,2024-06-24,840,6745847609441283,payroll,5430756263689701,2024-06-24,Kelly Hoffman,38,840,2358.0,8491,lkshoQTkVU,2024-06,2358.0,debit,Gold,0.5
183,Zimmerman-Wright,2024-09-18,840,1885666954132971,payroll,2708967924082226,2024-09-19,Nicolas Brown,32,Saint Kitts and Nevis,2421.52,9672,CwZDGsrBHT,2024-09,2421.52,debit,Silver,
184,Torres Inc,2025-03-25,840,6267055143776936,purchase,2238721489513433,2025-03-26,Brittany Williams,22,840,26.2,4651,OfeUpfkKdf,2025-03,-26.2,credit,Platinum,0.75
185,Spencer-Vasquez,2024-12-08,840,9252959611110286,purchase,5545650609835841,2024-12-09,Jonathan Duran,32,504,203.47,0682,EFGRRIShza,2024-12,-203.47,credit,Platinum,0.75
186,Bartlett Ltd,2024-08-31,840,0072024559102451,refund,5367190229413187,2024-09-02,Lisa Gibbs,21,978,144.79,0685,pVQHRMcMCk,2024-08,-144.79,credit,Titanium,1.0
187,"Mckee, Thompson and Richardson",2024-10-15,840,9032671494981942,payroll,2479071416335650,2024-10-15,Alexandra Collier,27,504,9479.7,4508,wqNPeisVJB,2024-10,9479.7,debit,Titanium,1.0
188,Roberts Group,2025-03-01,840,8179340652775844,purchase,2289876220234133,2025-03-02,Brian Brown,55,124,78.22,4430,VOKzntPGcD,2025-03,-78.22,credit,Gold,0.5
189,"Charles, Brown and Smith",2025-04-03,840,4533722010912172,payroll,2225472099934768,2025-04-04,Karen Miller,32,840,9238.0,7545,kkvVJsADYL,2025-04,9238.0,debit,Titanium,1.0
190,Miller PLC,2024-05-27,840,5937661894370526,payroll,5370805310033090,2024-05-28,Cameron Caldwell,57,504,5089.8,3596,hGQndQDUSm,2024-05,5089.8,debit,Platinum,0.75
191,Mcclain-Herrera,2024-02-18,840,4627765725659202,purchase,2278122362316658,2024-02-18,Jennifer Clark,67,978,223.3,4177,kiwVBawTmh,2024-02,-223.3,credit,Titanium,1.0
192,Potter-Deleon,2023-08-17,840,2023897432600559,purchase,2234026650237414,2023-08-18,Joshua Marsh,44,Rwanda,97.9,6862,hgYbijwGaX,2023-08,-97.9,credit,Silver,
193,Williams LLC,2024-10-23,840,8332584868999360,purchase,2238637940265423,2024-10-23,Phillip Garcia,22,504,78.94,6906,EssFfWBpNj,2024-10,-78.94,credit,Titanium,1.0
194,"Lopez, Campbell and Wilson",2024-11-27,840,8704506917679935,payroll,2231780782357846,2024-11-29,Briana Wiggins,56,124,2484.9,5990,UUROhKzQOr,2024-11,2484.9,debit,Titanium,1.0
195,Graves-Baird,2024-06-21,840,0394640830373606,purchase,2239231260432604,2024-06-22,Ann Williams,32,Ireland,246.26,3567,dGBPdthrxr,2024-06,-246.26,credit,Gold,0.5
196,"Barnes, Flores and Williams",2024-02-07,840,0849079388413685,top up,2713745299124192,2024-02-08,Eric Byrd,23,124,1855.32,0005,nsErMgBlqF,2024-02,1855.32,debit,Gold,0.5
197,Torres-Davis,2024-02-17,840,6153701242446263,purchase,2290480589258325,2024-02-17,Nicholas Long,40,124,379.27,0825,xVZxVXLHMx,2024-02,-379.27,credit,Titanium,1.0
198,"Hill, Silva and Miller",2023-11-12,840,4881121031421751,purchase,5311554262218901,2023-11-12,Carly Bell,53,840,8.39,1291,cLPmmTCgeI,2023-11,-8.39,credit,Titanium,1.0
199,Turner-Wells,2024-09-02,840,8179415152638409,refund,2232806346157171,2024-09-04,Brenda Lee,31,504,1248.21,3820,imAJTqWJwx,2024-09,-1248.21,credit,Platinum,0.75
200,"Olsen, Simpson and Patel",2023-10-05,840,2528837505661863,purchase,2416176880294246,2023-10-05,Keith Bauer,68,Puerto Rico,873.98,8127,WGyJXyzMrn,2023-10,-873.98,credit,Silver,
201,Moore and Sons,2023-09-30,840,9137876553007309,payroll,2235020802144270,2023-10-02,Crystal Hernandez,28,840,2347.51,9087,myFBbRzKBH,2023-09,2347.51,debit,Gold,0.5
202,Jackson Inc,2024-07-12,840,6057121988192778,purchase,5540514770538334,2024-07-13,Nicole Dunn,18,124,1072.84,8340,OjrirYdPpn,2024-07,-1072.84,credit,Titanium,1.0
203,Robinson-Sanford,2025-02-08,840,5348640104246245,payroll,2701059551842697,2025-02-08,William Garrett,64,Algeria,1801.27,2408,QXXLgUVSyP,2025-02,1801.27,debit,Gold,0.5
204,Crawford Group,2024-05-17,840,7446004521289915,purchase,2259837354396276,2024-05-18,Nicholas Richardson,22,United Arab Emirates,71.09,2239,FUlPsbtklz,2024-05,-71.09,credit,Platinum,0.75
205,"Lopez, Thomas and Simmons",2024-10-25,840,1293913044881898,purchase,2641459332727956,2024-10-26,Joshua Ruiz,50,504,295.58,7618,iUWZaMgyyb,2024-10,-295.58,credit,Platinum,0.75
206,Hines Ltd,2023-08-04,840,1604615402119017,payroll,2285779082723181,2023-08-06,Christine Lopez,30,504,7779.5,9692,rjOMaYaYgI,2023-08,7779.5,debit,Titanium,1.0
207,Farrell-Miller,2024-12-02,840,4298315229107322,purchase,2237129387005166,2024-12-03,Karen Perez,68,978,201.88,2797,ktvEjpdISr,2024-12,-201.88,credit,Titanium,1.0
208,"Martinez, Bryan and Garcia",2024-09-09,840,6084937830639638,top up,2297722330604635,2024-09-11,Virginia Todd,70,840,10.59,4186,jaoboByjwP,2024-09,10.59,debit,Titanium,1.0
209,Dorsey Ltd,2023-12-19,840,9443916497016934,purchase,2247098593174611,2023-12-20,Tracy Torres,35,978,180.38,6172,hogsweNvhx,2023-12,-180.38,credit,Titanium,1.0
210,Huang PLC,2025-04-27,840,3203301623419031,purchase,5253021465669389,2025-04-27,Michael Calhoun,65,124,1213.57,2268,vMlRBjQRtN,2025-04,-1213.57,credit,Titanium,1.0
211,Wilson Group,2025-02-01,840,3722155668473236,purchase,2265147541022526,2025-02-01,Nathan Floyd,18,Lesotho,88.84,4215,ilXywuFBES,2025-02,-88.84,credit,Gold,0.5
212,"Leon, Cook and Pham",2024-03-27,840,7746040672007843,purchase,5540514770538334,2024-03-29,Nicole Dunn,18,124,768.84,3668,FIIFIIoyfL,2024-03,-768.84,credit,Titanium,1.0
213,Rose-Frank,2024-11-16,840,4260781975437347,purchase,5133173936385461,2024-11-16,Matthew Parker,18,978,259.58,3135,anbxJEihdw,2024-11,-259.58,credit,Titanium,1.0
214,Watson-Miles,2024-11-01,840,7203763882145841,refund,2282472863330219,2024-11-02,Michele Bennett,35,Anguilla,224.49,9179,kbjxjfpeaK,2024-11,-224.49,credit,Silver,
215,Hernandez-White,2025-02-14,840,6019134438998278,purchase,5368622783769389,2025-02-16,Nancy Sanchez,40,504,1145.66,2847,AUvCYPSash,2025-02,-1145.66,credit,Gold,0.5
216,Ibarra Inc,2023-09-09,840,9507321464493699,top up,2702278248963836,2023-09-10,Jennifer Powers,56,504,2477.18,9282,azBRDJTqKG,2023-09,2477.18,debit,Titanium,1.0
217,"Perez, Huynh and Nelson",2024-01-03,840,9335055738573680,purchase,2234123281206791,2024-01-04,Andrew Roberts,42,504,386.79,1862,VnzNdozlVJ,2024-01,-386.79,credit,Platinum,0.75
218,Velasquez Group,2024-08-22,840,3603768118723335,purchase,2279401399049022,2024-08-24,Matthew Moon,45,840,645.62,7566,kdZxPBmrgg,2024-08,-645.62,credit,Titanium,1.0
219,Morrison-Bradford,2023-07-10,840,1497315391149830,refund,2227206724004995,2023-07-10,William Mitchell,66,504,61.86,0342,IgenMaWtmJ,2023-07,-61.86,credit,Titanium,1.0
220,"Hickman, Allen and Miller",2023-10-14,840,0736511893940655,payroll,2452431069033112,2023-10-16,Jill Powers,20,840,5228.0,9909,YEcduftawW,2023-10,5228.0,debit,Titanium,1.0
221,Porter-Edwards,2023-12-16,840,0190432230233324,purchase,5599228092024283,2023-12-18,Linda Elliott,28,504,1173.06,6521,vAVGgGZXjb,2023-12,-1173.06,credit,Gold,0.5
222,Woods-Melton,2024-08-09,840,9201354621276025,purchase,5346591166553552,2024-08-10,Allison Torres,57,124,419.98,0422,RDfOfTonZR,2024-08,-419.98,credit,Platinum,0.75
223,Mack and Sons,2024-09-30,840,1123126163248889,payroll,2710581477005413,2024-10-02,Vanessa Davis,63,840,7363.5,8898,sjfRGBCqDT,2024-09,7363.5,debit,Titanium,1.0
224,Gibson and Sons,2024-06-01,840,9893762974549303,purchase,5263399129710247,2024-06-02,Tracy Harrington,55,Benin,699.78,4214,KxwfelTXDq,2024-06,-699.78,credit,Gold,0.5
225,Hines-Ramos,2024-05-12,840,1912038187692082,refund,2222020275884258,2024-05-14,Richard Adams,30,840,10.16,2197,cxszANRiCx,2024-05,-10.16,credit,Titanium,1.0
226,"Crane, Brooks and Fleming",2024-06-12,840,0898138815881445,withdrawal,2266963259532780,2024-06-12,Shawn Jimenez,50,840,427.24,8740,NPdVYpSJaj,2024-06,-427.24,credit,Platinum,0.75
227,Roberts and Sons,2025-03-03,840,7323182971681572,top up,5451820377889252,2025-03-03,Douglas Ortiz,22,504,633.64,9613,yDQfwDDPID,2025-03,633.64,debit,Gold,0.5
228,White Inc,2023-08-03,840,0000152911371785,payroll,2273714785969694,2023-08-03,Harold Ellis,26,504,9486.8,6636,veuvMFnSVE,2023-08,9486.8,debit,Titanium,1.0
229,Gibson-Gardner,2023-08-07,840,2556184442182998,purchase,2519500528127359,2023-08-09,Dr. Nicole Trujillo,50,504,63.91,7235,KcMXydZxYB,2023-08,-63.91,credit,Titanium,1.0
230,Brown Inc,2024-05-12,840,2248905670867009,purchase,2521753540838661,2024-05-14,Angela Wallace,24,978,1153.94,6442,fjerzftTCA,2024-05,-1153.94,credit,Titanium,1.0
231,Caldwell LLC,2024-06-21,840,6551584826691362,purchase,5346591166553552,2024-06-22,Allison Torres,57,124,18.03,2016,vWtkmwAEEI,2024-06,-18.03,credit,Platinum,0.75
232,Sheppard Group,2024-10-27,840,5054296080706336,purchase,2419838638406664,2024-10-27,Vanessa Edwards,67,124,88.26,5960,JYMmeUQLNj,2024-10,-88.26,credit,Platinum,0.75
233,"Downs, Mcmillan and Newton",2024-01-17,840,9509822104016481,purchase,2260082547807742,2024-01-19,Jeffrey Carter,55,504,443.23,5027,jFuhYRAqHU,2024-01,-443.23,credit,Platinum,0.75
234,Wood LLC,2024-08-01,840,4287738363816432,purchase,5172791033682969,2024-08-01,Daniel Lee,51,Philippines,570.43,0448,hSFPDAAwwI,2024-08,-570.43,credit,Platinum,0.75
235,"Dickson, Rogers and House",2024-04-05,840,9428946420362586,purchase,2413900532931837,2024-04-07,Robin Hall,29,504,70.1,7652,JMkIBysQSR,2024-04,-70.1,credit,Titanium,1.0
236,"Campbell, Oliver and Buckley",2024-04-14,840,7064625540263558,payroll,2473586629619430,2024-04-15,Angela Moore,57,978,3790.0,7315,PbNAgFVWNI,2024-04,3790.0,debit,Gold,0.5
237,"Wallace, Perkins and Johnson",2023-07-27,840,1764644898803153,purchase,2577252287280800,2023-07-27,Angela Meyers,50,978,990.97,4633,XDJyhmEhwY,2023-07,-990.97,credit,Gold,0.5
238,Gutierrez-Hoover,2025-04-19,840,4527905040433335,purchase,5477982708086972,2025-04-21,Priscilla Kent,62,124,76.72,6053,GsrQqtYARp,2025-04,-76.72,credit,Platinum,0.75
239,Johnson-Johnson,2023-05-14,840,1632111978718093,top up,2270110248193464,2023-05-15,Mark Hamilton,67,504,884.93,5895,vkKBpJzmNP,2023-05,884.93,debit,Platinum,0.75
240,Solis PLC,2024-03-11,840,7326530601198756,purchase,2262710947775204,2024-03-13,Scott Wilson,42,978,480.16,6262,zuHkBogTZi,2024-03,-480.16,credit,Gold,0.5
241,Welch Group,2024-06-05,840,0230091561829803,top up,5477982708086972,2024-06-06,Priscilla Kent,62,124,441.02,4825,nffbBaOXLj,2024-06,441.02,debit,Platinum,0.75
242,"Zimmerman, Knapp and Miller",2023-06-01,840,4491609365952014,purchase,2248282586736227,2023-06-02,Jessica Johnson,31,978,426.5,6027,OOXwlpPotm,2023-06,-426.5,credit,Titanium,1.0
243,Barber Group,2024-06-29,840,1843368750926322,top up,2592374740748214,2024-07-01,Gregory Matthews,42,504,684.71,4041,jObOLghDMh,2024-06,684.71,debit,Titanium,1.0
244,Brooks-Edwards,2024-10-25,840,1374556114042886,purchase,5424421175361703,2024-10-27,John Garrett,56,Cote d'Ivoire,1092.22,7224,alQKOMchvw,2024-10,-1092.22,credit,Platinum,0.75
245,Johnson and Sons,2023-08-08,840,5376660811260030,purchase,2599802841390802,2023-08-10,Paige Robinson,20,Haiti,53.11,3124,rEmfwTJPsD,2023-08,-53.11,credit,Gold,0.5
246,Graham-Potts,2024-12-09,840,6910627153123455,purchase,2404303054868746,2024-12-10,Matthew Mitchell,42,840,641.65,3423,RTrzgLYXLt,2024-12,-641.65,credit,Titanium,1.0
247,Mckay Group,2023-09-16,840,6917768293844013,top up,2244902115869389,2023-09-18,James Mills,32,978,144.31,6769,VruNgMyBmK,2023-09,144.31,debit,Titanium,1.0
248,Hurst-Weiss,2024-02-09,840,3543788260335910,purchase,2289136517773925,2024-02-09,Jennifer Sanchez,20,504,196.65,7208,qLAsMPHwzb,2024-02,-196.65,credit,Platinum,0.75
249,Lamb Group,2023-08-08,840,9085991449207492,purchase,2702710910430066,2023-08-09,Lori Mason,48,124,564.51,2531,nQxxjXuhau,2023-08,-564.51,credit,Titanium,1.0
250,Love and Sons,2024-10-26,840,9964899718428596,purchase,2705744890612036,2024-10-28,Karen Soto,35,978,113.41,7953,JeysMnHngJ,2024-10,-113.41,credit,Platinum,0.75
251,"Franklin, Ware and Heath",2023-12-12,840,5914084993231234,purchase,2236887258874496,2023-12-12,Michael Fitzgerald,36,124,125.86,1966,uummdZFFcr,2023-12,-125.86,credit,Titanium,1.0
252,Martinez and Sons,2024-04-02,840,9806908726176072,purchase,5264256908776618,2024-04-03,April Finley,39,978,707.06,9596,pKbsbPYKaD,2024-04,-707.06,credit,Titanium,1.0
253,Skinner Group,2023-12-17,840,8935953828040561,purchase,2473586629619430,2023-12-19,Angela Moore,57,978,15.15,0880,vPbeEgZAUt,2023-12,-15.15,credit,Gold,0.5
254,Johnson Inc,2024-09-01,840,5082695826418696,payroll,2255561857906472,2024-09-03,Martin Lozano PhD,62,Wallis and Futuna,5266.4,0215,SUBokfmUZx,2024-09,5266.4,debit,Platinum,0.75
255,"Mayo, Villa and Parrish",2025-02-02,840,0876123859514346,refund,2519500528127359,2025-02-02,Dr. Nicole Trujillo,50,504,1246.14,4010,teqvSNYZyr,2025-02,-1246.14,credit,Titanium,1.0
256,Buckley PLC,2024-11-03,840,8400273008696610,purchase,2715888794705517,2024-11-05,Lauren Robles,55,124,1240.27,7125,jWLAOCQhHH,2024-11,-1240.27,credit,Titanium,1.0
257,"Woods, Henry and Ramirez",2023-11-13,840,1139500168094149,withdrawal,2703667428604765,2023-11-14,Tonya Vega,55,978,15.41,7314,XsTfwJpQPV,2023-11,-15.41,credit,Platinum,0.75
258,Neal Inc,2025-03-05,840,7628397620534407,withdrawal,2222971997581723,2025-03-06,Jared George,55,840,57.75,7030,QnDymFgvnL,2025-03,-57.75,credit,Gold,0.5
259,"Palmer, Edwards and Blackburn",2024-12-22,840,2072662925081776,purchase,2705744890612036,2024-12-23,Karen Soto,35,978,88.84,7281,ioxyCNGmXz,2024-12,-88.84,credit,Platinum,0.75
260,"Chavez, Baker and Mcintosh",2024-10-06,840,4068841333731255,payroll,2231462491271135,2024-10-08,Joel Adams,28,Lebanon,2177.69,1563,jzGBGvdCrx,2024-10,2177.69,debit,Platinum,0.75
261,Wong Ltd,2023-07-25,840,6178170321192061,purchase,2272181883552312,2023-07-25,Craig Morrison,63,978,970.12,6343,zlMrHMFHBg,2023-07,-970.12,credit,Platinum,0.75
262,Lucas Inc,2024-10-21,840,2778956133718444,purchase,5352621815997065,2024-10-21,Carmen Preston,61,978,966.62,3100,KrpeIgroNS,2024-10,-966.62,credit,Platinum,0.75
263,Myers-Garcia,2024-11-16,840,0264801644037341,purchase,5409881385854244,2024-11-16,Carolyn Collins,35,978,171.55,4732,YnwOsTMsUa,2024-11,-171.55,credit,Gold,0.5
